currency,asset,exchange,strategy,profit,profit daily,yearly profit,market change,profit-market,trade amount,trades daily,wining trades,losses trades,candle size,warmup period,backtest start,dataset from,dataset to,strategy config,,,,,,,,,,,
EUR,XMR,kraken,BBRSI,37%,18.50%,220%,-18%,55,159,79.5,NA,NA,10,73,2018-02-27 04:26:26,2017-12-20 00:00:00,2018-02-19 23:58:00,"   ""interval"": 14,   ""thresholds"": {     ""low"": 40,     ""high"": 40,     ""persistence"": 9   },   ""bbands"": {     ""TimePeriod"": 20,     ""NbDevUp"": 2,     ""NbDevDn"": 2   } ",,,,,,,,,,,
ETH,ICN,kraken,BBRSI,90%,45.00%,535%,-26%,116,145,72.5,NA,NA,10,73,2018-02-27 04:21:53,2017-12-20 00:00:00,2018-02-19 23:58:00,"   ""interval"": 14,   ""thresholds"": {     ""low"": 40,     ""high"": 40,     ""persistence"": 9   },   ""bbands"": {     ""TimePeriod"": 20,     ""NbDevUp"": 2,     ""NbDevDn"": 2   } ",,,,,,,,,,,
USD,RRT,bitfinex,BBRSI,134%,67.00%,789%,-69%,203,169,84.5,NA,NA,10,73,2018-02-27 01:58:22,2017-12-19 19:20:00,2018-02-19 23:24:00,"   ""interval"": 14,   ""thresholds"": {     ""low"": 40,     ""high"": 40,     ""persistence"": 9   },   ""bbands"": {     ""TimePeriod"": 20,     ""NbDevUp"": 2,     ""NbDevDn"": 2   } ",,,,,,,,,,,
USD,DAT,bitfinex,BBRSI,134%,67.00%,793%,-50%,184,357,178.5,NA,NA,5,144,2018-03- 1 01:45:17,2017-12-19 23:17:00,2018-02-19 23:56:00,"   ""interval"": 14,   ""thresholds"": {     ""low"": 40,     ""high"": 40,     ""persistence"": 9   },   ""bbands"": {     ""TimePeriod"": 20,     ""NbDevUp"": 2,     ""NbDevDn"": 2   } ",,,,,,,,,,,
USD,RRT,bitfinex,BBRSI,205%,102.50%,1210%,-69%,274,367,183.5,NA,NA,5,144,2018-03- 1 01:45:13,2017-12-19 19:20:00,2018-02-19 23:24:00,"   ""interval"": 14,   ""thresholds"": {     ""low"": 40,     ""high"": 40,     ""persistence"": 9   },   ""bbands"": {     ""TimePeriod"": 20,     ""NbDevUp"": 2,     ""NbDevDn"": 2   } ",,,,,,,,,,,
USD,ETP,bitfinex,BBRSI,38%,19.00%,225%,-50%,88,163,81.5,NA,NA,10,73,2018-02-27 01:58:22,2017-12-19 22:55:00,2018-02-19 23:43:00,"   ""interval"": 14,   ""thresholds"": {     ""low"": 40,     ""high"": 40,     ""persistence"": 9   },   ""bbands"": {     ""TimePeriod"": 20,     ""NbDevUp"": 2,     ""NbDevDn"": 2   } ",,,,,,,,,,,
USD,ETP,bitfinex,BBRSI,47%,23.50%,278%,-50%,97,353,176.5,NA,NA,5,144,2018-03- 1 01:45:12,2017-12-19 22:55:00,2018-02-19 23:43:00,"   ""interval"": 14,   ""thresholds"": {     ""low"": 40,     ""high"": 40,     ""persistence"": 9   },   ""bbands"": {     ""TimePeriod"": 20,     ""NbDevUp"": 2,     ""NbDevDn"": 2   } ",,,,,,,,,,,
USD,DAT,bitfinex,BBRSI,818%,409.00%,4818%,-50%,868,180,90,NA,NA,10,73,2018-02-27 01:58:22,2017-12-19 23:17:00,2018-02-19 23:56:00,"   ""interval"": 14,   ""thresholds"": {     ""low"": 40,     ""high"": 40,     ""persistence"": 9   },   ""bbands"": {     ""TimePeriod"": 20,     ""NbDevUp"": 2,     ""NbDevDn"": 2   } ",,,,,,,,,,,
BTC,ETC,binance,BBRSI,-1%,-0.50%,-9%,59%,-60,357,178.5,NA,NA,5,144,2018-03- 2 16:25:00,2017-12-20 00:00:00,2018-02-19 23:58:00,"   ""interval"": 14,   ""thresholds"": {     ""low"": 40,     ""high"": 40,     ""persistence"": 9   },   ""bbands"": {     ""TimePeriod"": 20,     ""NbDevUp"": 2,     ""NbDevDn"": 2   } ",,,,,,,,,,,
ETH,EOS,binance,BBRSI,-38%,-19.00%,-225%,-29%,-9,172,86,NA,NA,10,73,2018-02-27 03:12:33,2017-12-20 00:00:00,2018-02-19 23:58:00,"   ""interval"": 14,   ""thresholds"": {     ""low"": 40,     ""high"": 40,     ""persistence"": 9   },   ""bbands"": {     ""TimePeriod"": 20,     ""NbDevUp"": 2,     ""NbDevDn"": 2   } ",,,,,,,,,,,
BTC,XRP,binance,BBRSI,-40%,-20.00%,-236%,133%,-173,381,190.5,NA,NA,5,144,2018-03- 1 01:45:10,2017-12-20 00:00:00,2018-02-19 23:59:00,"   ""interval"": 14,   ""thresholds"": {     ""low"": 40,     ""high"": 40,     ""persistence"": 9   },   ""bbands"": {     ""TimePeriod"": 20,     ""NbDevUp"": 2,     ""NbDevDn"": 2   } ",,,,,,,,,,,
ETH,EOS,binance,BBRSI,-54%,-27.00%,-321%,-29%,-25,342,171,NA,NA,5,144,2018-03- 2 12:16:21,2017-12-20 00:00:00,2018-02-19 23:58:00,"   ""interval"": 14,   ""thresholds"": {     ""low"": 40,     ""high"": 40,     ""persistence"": 9   },   ""bbands"": {     ""TimePeriod"": 20,     ""NbDevUp"": 2,     ""NbDevDn"": 2   } ",,,,,,,,,,,
BNB,ADX,binance,BBRSI,101%,50.50%,595%,-46%,147,109,54.5,NA,NA,10,73,2018-02-27 05:36:22,2017-12-20 00:03:00,2018-02-19 23:58:00,"   ""interval"": 14,   ""thresholds"": {     ""low"": 40,     ""high"": 40,     ""persistence"": 9   },   ""bbands"": {     ""TimePeriod"": 20,     ""NbDevUp"": 2,     ""NbDevDn"": 2   } ",,,,,,,,,,,
USDT,BTC,binance,BBRSI,113%,56.50%,666%,-35%,148,181,90.5,NA,NA,10,73,2018-02-27 03:17:42,2017-12-20 00:00:00,2018-02-19 23:58:00,"   ""interval"": 14,   ""thresholds"": {     ""low"": 40,     ""high"": 40,     ""persistence"": 9   },   ""bbands"": {     ""TimePeriod"": 20,     ""NbDevUp"": 2,     ""NbDevDn"": 2   } ",,,,,,,,,,,
BNB,GTO,binance,BBRSI,135%,67.50%,796%,-17%,152,129,64.5,NA,NA,10,73,2018-02-27 05:31:47,2017-12-20 00:01:00,2018-02-19 23:58:00,"   ""interval"": 14,   ""thresholds"": {     ""low"": 40,     ""high"": 40,     ""persistence"": 9   },   ""bbands"": {     ""TimePeriod"": 20,     ""NbDevUp"": 2,     ""NbDevDn"": 2   } ",,,,,,,,,,,
BTC,VEN,binance,BBRSI,153%,76.50%,905%,619%,-466,175,87.5,NA,NA,10,73,2018-02-27 04:28:15,2017-12-20 00:00:00,2018-02-19 23:58:00,"   ""interval"": 14,   ""thresholds"": {     ""low"": 40,     ""high"": 40,     ""persistence"": 9   },   ""bbands"": {     ""TimePeriod"": 20,     ""NbDevUp"": 2,     ""NbDevDn"": 2   } ",,,,,,,,,,,
BTC,XRP,binance,BBRSI,18%,9.00%,110%,133%,-115,200,100,NA,NA,10,73,2018-02-27 01:58:22,2017-12-20 00:00:00,2018-02-19 23:59:00,"   ""interval"": 14,   ""thresholds"": {     ""low"": 40,     ""high"": 40,     ""persistence"": 9   },   ""bbands"": {     ""TimePeriod"": 20,     ""NbDevUp"": 2,     ""NbDevDn"": 2   } ",,,,,,,,,,,
USDT,LTC,binance,BBRSI,184%,92.00%,1085%,-34%,218,182,91,NA,NA,10,73,2018-02-27 03:15:40,2017-12-20 00:00:00,2018-02-19 23:58:00,"   ""interval"": 14,   ""thresholds"": {     ""low"": 40,     ""high"": 40,     ""persistence"": 9   },   ""bbands"": {     ""TimePeriod"": 20,     ""NbDevUp"": 2,     ""NbDevDn"": 2   } ",,,,,,,,,,,
BTC,BNB,binance,BBRSI,20%,10.00%,123%,200%,-180,363,181.5,NA,NA,5,144,2018-03- 1 01:45:11,2017-12-20 00:00:00,2018-02-19 23:59:00,"   ""interval"": 14,   ""thresholds"": {     ""low"": 40,     ""high"": 40,     ""persistence"": 9   },   ""bbands"": {     ""TimePeriod"": 20,     ""NbDevUp"": 2,     ""NbDevDn"": 2   } ",,,,,,,,,,,
BTC,OMG,binance,BBRSI,23%,11.50%,135%,50%,-27,175,87.5,NA,NA,10,73,2018-02-27 03:15:40,2017-12-20 00:00:00,2018-02-19 23:58:00,"   ""interval"": 14,   ""thresholds"": {     ""low"": 40,     ""high"": 40,     ""persistence"": 9   },   ""bbands"": {     ""TimePeriod"": 20,     ""NbDevUp"": 2,     ""NbDevDn"": 2   } ",,,,,,,,,,,
BNB,XLM,binance,BBRSI,246%,123.00%,1454%,-8%,254,113,56.5,NA,NA,10,73,2018-02-27 05:34:30,2017-12-20 00:02:00,2018-02-19 23:58:00,"   ""interval"": 14,   ""thresholds"": {     ""low"": 40,     ""high"": 40,     ""persistence"": 9   },   ""bbands"": {     ""TimePeriod"": 20,     ""NbDevUp"": 2,     ""NbDevDn"": 2   } ",,,,,,,,,,,
BTC,ADA,binance,BBRSI,25%,12.50%,150%,11%,14,187,93.5,NA,NA,10,73,2018-02-27 04:25:48,2017-12-20 00:00:00,2018-02-19 23:58:00,"   ""interval"": 14,   ""thresholds"": {     ""low"": 40,     ""high"": 40,     ""persistence"": 9   },   ""bbands"": {     ""TimePeriod"": 20,     ""NbDevUp"": 2,     ""NbDevDn"": 2   } ",,,,,,,,,,,
BTC,ETC,binance,BBRSI,28%,14.00%,169%,59%,-31,171,85.5,NA,NA,10,73,2018-02-27 03:12:46,2017-12-20 00:00:00,2018-02-19 23:58:00,"   ""interval"": 14,   ""thresholds"": {     ""low"": 40,     ""high"": 40,     ""persistence"": 9   },   ""bbands"": {     ""TimePeriod"": 20,     ""NbDevUp"": 2,     ""NbDevDn"": 2   } ",,,,,,,,,,,
USDT,NEO,binance,BBRSI,291%,145.50%,1719%,96%,195,157,78.5,NA,NA,10,73,2018-02-27 03:14:44,2017-12-20 00:00:00,2018-02-19 23:58:00,"   ""interval"": 14,   ""thresholds"": {     ""low"": 40,     ""high"": 40,     ""persistence"": 9   },   ""bbands"": {     ""TimePeriod"": 20,     ""NbDevUp"": 2,     ""NbDevDn"": 2   } ",,,,,,,,,,,
BTC,ZEC,binance,BBRSI,30%,15.00%,182%,24%,6,159,79.5,NA,NA,10,73,2018-02-27 04:22:47,2017-12-20 00:00:00,2018-02-19 23:58:00,"   ""interval"": 14,   ""thresholds"": {     ""low"": 40,     ""high"": 40,     ""persistence"": 9   },   ""bbands"": {     ""TimePeriod"": 20,     ""NbDevUp"": 2,     ""NbDevDn"": 2   } ",,,,,,,,,,,
BNB,OST,binance,BBRSI,376%,188.00%,2215%,-57%,433,100,50,NA,NA,10,73,2018-02-27 05:38:31,2017-12-20 00:00:00,2018-02-19 23:53:00,"   ""interval"": 14,   ""thresholds"": {     ""low"": 40,     ""high"": 40,     ""persistence"": 9   },   ""bbands"": {     ""TimePeriod"": 20,     ""NbDevUp"": 2,     ""NbDevDn"": 2   } ",,,,,,,,,,,
BTC,BNB,binance,BBRSI,48%,24.00%,283%,200%,-152,169,84.5,NA,NA,10,73,2018-02-27 01:58:22,2017-12-20 00:00:00,2018-02-19 23:59:00,"   ""interval"": 14,   ""thresholds"": {     ""low"": 40,     ""high"": 40,     ""persistence"": 9   },   ""bbands"": {     ""TimePeriod"": 20,     ""NbDevUp"": 2,     ""NbDevDn"": 2   } ",,,,,,,,,,,
BTC,ICX,binance,BBRSI,50%,25.00%,296%,243%,-193,165,82.5,NA,NA,10,73,2018-02-27 04:22:42,2017-12-20 00:00:00,2018-02-19 23:58:00,"   ""interval"": 14,   ""thresholds"": {     ""low"": 40,     ""high"": 40,     ""persistence"": 9   },   ""bbands"": {     ""TimePeriod"": 20,     ""NbDevUp"": 2,     ""NbDevDn"": 2   } ",,,,,,,,,,,
USDT,NEO,binance,BBRSI,96%,48.00%,567%,96%,0,347,173.5,NA,NA,5,144,2018-03- 2 16:59:44,2017-12-20 00:00:00,2018-02-19 23:58:00,"   ""interval"": 14,   ""thresholds"": {     ""low"": 40,     ""high"": 40,     ""persistence"": 9   },   ""bbands"": {     ""TimePeriod"": 20,     ""NbDevUp"": 2,     ""NbDevDn"": 2   } ",,,,,,,,,,,
BTC,GAME,poloniex,bestone_updated_hardcoded,29%,14.50%,171%,53%,-24,15,7.5,NA,NA,10,73,2018-02-27 01:09:03,2017-12-20 00:00:00,2018-02-19 23:57:00," 	myStoch: { 		highThreshold: 80, 		lowThreshold: 20, 		optInFastKPeriod: 14, 		optInSlowKPeriod: 5, 		optInSlowDPeriod: 5  	}, 	myLongEma: { 		optInTimePeriod: 100  	}, 	myShortEma: { 		optInTimePeriod: 50  	}, 	stopLoss: { 		percent: 0.9 } ",,,,,,,,,,,
BTC,DGB,poloniex,bestone_updated_hardcoded,65%,32.50%,384%,72%,-7,1,0.5,NA,NA,10,73,2018-02-27 00:00:01,2017-12-20 00:00:00,2018-02-19 23:58:00," 	myStoch: { 		highThreshold: 80, 		lowThreshold: 20, 		optInFastKPeriod: 14, 		optInSlowKPeriod: 5, 		optInSlowDPeriod: 5  	}, 	myLongEma: { 		optInTimePeriod: 100  	}, 	myShortEma: { 		optInTimePeriod: 50  	}, 	stopLoss: { 		percent: 0.9 } ",,,,,,,,,,,
BTC,DGB,poloniex,bestone_updated_hardcoded,67%,33.50%,397%,72%,-5,1,0.5,NA,NA,5,144,2018-03- 1 01:51:24,2017-12-20 00:00:00,2018-02-19 23:58:00," 	myStoch: { 		highThreshold: 80, 		lowThreshold: 20, 		optInFastKPeriod: 14, 		optInSlowKPeriod: 5, 		optInSlowDPeriod: 5  	}, 	myLongEma: { 		optInTimePeriod: 100  	}, 	myShortEma: { 		optInTimePeriod: 50  	}, 	stopLoss: { 		percent: 0.9 } ",,,,,,,,,,,
ETH,ICN,kraken,bestone_updated_hardcoded,-32%,-16.00%,-188%,-26%,-6,11,5.5,NA,NA,10,73,2018-02-27 00:40:32,2017-12-20 00:00:00,2018-02-19 23:58:00," 	myStoch: { 		highThreshold: 80, 		lowThreshold: 20, 		optInFastKPeriod: 14, 		optInSlowKPeriod: 5, 		optInSlowDPeriod: 5  	}, 	myLongEma: { 		optInTimePeriod: 100  	}, 	myShortEma: { 		optInTimePeriod: 50  	}, 	stopLoss: { 		percent: 0.9 } ",,,,,,,,,,,
EUR,XMR,kraken,bestone_updated_hardcoded,-36%,-18.00%,-217%,-18%,-18,15,7.5,NA,NA,10,73,2018-02-27 00:55:33,2017-12-20 00:00:00,2018-02-19 23:58:00," 	myStoch: { 		highThreshold: 80, 		lowThreshold: 20, 		optInFastKPeriod: 14, 		optInSlowKPeriod: 5, 		optInSlowDPeriod: 5  	}, 	myLongEma: { 		optInTimePeriod: 100  	}, 	myShortEma: { 		optInTimePeriod: 50  	}, 	stopLoss: { 		percent: 0.9 } ",,,,,,,,,,,
USD,ETP,bitfinex,bestone_updated_hardcoded,-55%,-27.50%,-327%,-50%,-5,15,7.5,NA,NA,10,73,2018-02-26 23:46:32,2017-12-19 22:55:00,2018-02-19 23:43:00," 	myStoch: { 		highThreshold: 80, 		lowThreshold: 20, 		optInFastKPeriod: 14, 		optInSlowKPeriod: 5, 		optInSlowDPeriod: 5  	}, 	myLongEma: { 		optInTimePeriod: 100  	}, 	myShortEma: { 		optInTimePeriod: 50  	}, 	stopLoss: { 		percent: 0.9 } ",,,,,,,,,,,
USD,DAT,bitfinex,bestone_updated_hardcoded,-59%,-29.50%,-348%,-50%,-9,31,15.5,NA,NA,5,144,2018-03- 1 01:51:33,2017-12-19 23:17:00,2018-02-19 23:56:00," 	myStoch: { 		highThreshold: 80, 		lowThreshold: 20, 		optInFastKPeriod: 14, 		optInSlowKPeriod: 5, 		optInSlowDPeriod: 5  	}, 	myLongEma: { 		optInTimePeriod: 100  	}, 	myShortEma: { 		optInTimePeriod: 50  	}, 	stopLoss: { 		percent: 0.9 } ",,,,,,,,,,,
USD,ETP,bitfinex,bestone_updated_hardcoded,-62%,-31.00%,-365%,-50%,-12,33,16.5,NA,NA,5,144,2018-03- 1 01:51:30,2017-12-19 22:55:00,2018-02-19 23:43:00," 	myStoch: { 		highThreshold: 80, 		lowThreshold: 20, 		optInFastKPeriod: 14, 		optInSlowKPeriod: 5, 		optInSlowDPeriod: 5  	}, 	myLongEma: { 		optInTimePeriod: 100  	}, 	myShortEma: { 		optInTimePeriod: 50  	}, 	stopLoss: { 		percent: 0.9 } ",,,,,,,,,,,
USD,DAT,bitfinex,bestone_updated_hardcoded,-65%,-32.50%,-386%,-50%,-15,17,8.5,NA,NA,10,73,2018-02-26 23:46:49,2017-12-19 23:17:00,2018-02-19 23:56:00," 	myStoch: { 		highThreshold: 80, 		lowThreshold: 20, 		optInFastKPeriod: 14, 		optInSlowKPeriod: 5, 		optInSlowDPeriod: 5  	}, 	myLongEma: { 		optInTimePeriod: 100  	}, 	myShortEma: { 		optInTimePeriod: 50  	}, 	stopLoss: { 		percent: 0.9 } ",,,,,,,,,,,
USD,RRT,bitfinex,bestone_updated_hardcoded,-68%,-34.00%,-401%,-69%,1,27,13.5,NA,NA,5,144,2018-03- 1 01:52:04,2017-12-19 19:20:00,2018-02-19 23:24:00," 	myStoch: { 		highThreshold: 80, 		lowThreshold: 20, 		optInFastKPeriod: 14, 		optInSlowKPeriod: 5, 		optInSlowDPeriod: 5  	}, 	myLongEma: { 		optInTimePeriod: 100  	}, 	myShortEma: { 		optInTimePeriod: 50  	}, 	stopLoss: { 		percent: 0.9 } ",,,,,,,,,,,
USD,RRT,bitfinex,bestone_updated_hardcoded,-71%,-35.50%,-420%,-69%,-2,13,6.5,NA,NA,10,73,2018-02-26 23:46:35,2017-12-19 19:20:00,2018-02-19 23:24:00," 	myStoch: { 		highThreshold: 80, 		lowThreshold: 20, 		optInFastKPeriod: 14, 		optInSlowKPeriod: 5, 		optInSlowDPeriod: 5  	}, 	myLongEma: { 		optInTimePeriod: 100  	}, 	myShortEma: { 		optInTimePeriod: 50  	}, 	stopLoss: { 		percent: 0.9 } ",,,,,,,,,,,
ETH,EOS,binance,bestone_updated_hardcoded,-28%,-14.00%,-168%,-29%,1,31,15.5,NA,NA,5,144,2018-03- 2 12:21:05,2017-12-20 00:00:00,2018-02-19 23:58:00," 	myStoch: { 		highThreshold: 80, 		lowThreshold: 20, 		optInFastKPeriod: 14, 		optInSlowKPeriod: 5, 		optInSlowDPeriod: 5  	}, 	myLongEma: { 		optInTimePeriod: 100  	}, 	myShortEma: { 		optInTimePeriod: 50  	}, 	stopLoss: { 		percent: 0.9 } ",,,,,,,,,,,
BNB,XLM,binance,bestone_updated_hardcoded,-29%,-14.50%,-171%,-8%,-21,15,7.5,NA,NA,10,73,2018-02-27 01:08:59,2017-12-20 00:02:00,2018-02-19 23:58:00," 	myStoch: { 		highThreshold: 80, 		lowThreshold: 20, 		optInFastKPeriod: 14, 		optInSlowKPeriod: 5, 		optInSlowDPeriod: 5  	}, 	myLongEma: { 		optInTimePeriod: 100  	}, 	myShortEma: { 		optInTimePeriod: 50  	}, 	stopLoss: { 		percent: 0.9 } ",,,,,,,,,,,
ETH,EOS,binance,bestone_updated_hardcoded,-33%,-16.50%,-199%,-29%,-4,21,10.5,NA,NA,10,73,2018-02-27 00:14:05,2017-12-20 00:00:00,2018-02-19 23:58:00," 	myStoch: { 		highThreshold: 80, 		lowThreshold: 20, 		optInFastKPeriod: 14, 		optInSlowKPeriod: 5, 		optInSlowDPeriod: 5  	}, 	myLongEma: { 		optInTimePeriod: 100  	}, 	myShortEma: { 		optInTimePeriod: 50  	}, 	stopLoss: { 		percent: 0.9 } ",,,,,,,,,,,
USDT,LTC,binance,bestone_updated_hardcoded,-45%,-22.50%,-268%,-34%,-11,29,14.5,NA,NA,10,73,2018-02-27 00:27:17,2017-12-20 00:00:00,2018-02-19 23:58:00," 	myStoch: { 		highThreshold: 80, 		lowThreshold: 20, 		optInFastKPeriod: 14, 		optInSlowKPeriod: 5, 		optInSlowDPeriod: 5  	}, 	myLongEma: { 		optInTimePeriod: 100  	}, 	myShortEma: { 		optInTimePeriod: 50  	}, 	stopLoss: { 		percent: 0.9 } ",,,,,,,,,,,
BNB,GTO,binance,bestone_updated_hardcoded,-45%,-22.50%,-268%,-17%,-28,21,10.5,NA,NA,10,73,2018-02-27 01:07:50,2017-12-20 00:01:00,2018-02-19 23:58:00," 	myStoch: { 		highThreshold: 80, 		lowThreshold: 20, 		optInFastKPeriod: 14, 		optInSlowKPeriod: 5, 		optInSlowDPeriod: 5  	}, 	myLongEma: { 		optInTimePeriod: 100  	}, 	myShortEma: { 		optInTimePeriod: 50  	}, 	stopLoss: { 		percent: 0.9 } ",,,,,,,,,,,
USDT,BTC,binance,bestone_updated_hardcoded,-51%,-25.50%,-302%,-35%,-16,29,14.5,NA,NA,10,73,2018-02-27 00:27:56,2017-12-20 00:00:00,2018-02-19 23:58:00," 	myStoch: { 		highThreshold: 80, 		lowThreshold: 20, 		optInFastKPeriod: 14, 		optInSlowKPeriod: 5, 		optInSlowDPeriod: 5  	}, 	myLongEma: { 		optInTimePeriod: 100  	}, 	myShortEma: { 		optInTimePeriod: 50  	}, 	stopLoss: { 		percent: 0.9 } ",,,,,,,,,,,
BNB,OST,binance,bestone_updated_hardcoded,-63%,-31.50%,-374%,-57%,-6,27,13.5,NA,NA,10,73,2018-02-27 01:21:26,2017-12-20 00:00:00,2018-02-19 23:53:00," 	myStoch: { 		highThreshold: 80, 		lowThreshold: 20, 		optInFastKPeriod: 14, 		optInSlowKPeriod: 5, 		optInSlowDPeriod: 5  	}, 	myLongEma: { 		optInTimePeriod: 100  	}, 	myShortEma: { 		optInTimePeriod: 50  	}, 	stopLoss: { 		percent: 0.9 } ",,,,,,,,,,,
BNB,ADX,binance,bestone_updated_hardcoded,-63%,-31.50%,-372%,-46%,-17,15,7.5,NA,NA,10,73,2018-02-27 01:20:31,2017-12-20 00:03:00,2018-02-19 23:58:00," 	myStoch: { 		highThreshold: 80, 		lowThreshold: 20, 		optInFastKPeriod: 14, 		optInSlowKPeriod: 5, 		optInSlowDPeriod: 5  	}, 	myLongEma: { 		optInTimePeriod: 100  	}, 	myShortEma: { 		optInTimePeriod: 50  	}, 	stopLoss: { 		percent: 0.9 } ",,,,,,,,,,,
BTC,XRP,binance,bestone_updated_hardcoded,117%,58.50%,691%,133%,-16,7,3.5,NA,NA,5,144,2018-03- 1 01:51:27,2017-12-20 00:00:00,2018-02-19 23:59:00," 	myStoch: { 		highThreshold: 80, 		lowThreshold: 20, 		optInFastKPeriod: 14, 		optInSlowKPeriod: 5, 		optInSlowDPeriod: 5  	}, 	myLongEma: { 		optInTimePeriod: 100  	}, 	myShortEma: { 		optInTimePeriod: 50  	}, 	stopLoss: { 		percent: 0.9 } ",,,,,,,,,,,
BTC,ZEC,binance,bestone_updated_hardcoded,13%,6.50%,81%,24%,-11,25,12.5,NA,NA,10,73,2018-02-27 00:41:23,2017-12-20 00:00:00,2018-02-19 23:58:00," 	myStoch: { 		highThreshold: 80, 		lowThreshold: 20, 		optInFastKPeriod: 14, 		optInSlowKPeriod: 5, 		optInSlowDPeriod: 5  	}, 	myLongEma: { 		optInTimePeriod: 100  	}, 	myShortEma: { 		optInTimePeriod: 50  	}, 	stopLoss: { 		percent: 0.9 } ",,,,,,,,,,,
BTC,XRP,binance,bestone_updated_hardcoded,138%,69.00%,816%,133%,5,9,4.5,NA,NA,10,73,2018-02-26 23:59:48,2017-12-20 00:00:00,2018-02-19 23:59:00," 	myStoch: { 		highThreshold: 80, 		lowThreshold: 20, 		optInFastKPeriod: 14, 		optInSlowKPeriod: 5, 		optInSlowDPeriod: 5  	}, 	myLongEma: { 		optInTimePeriod: 100  	}, 	myShortEma: { 		optInTimePeriod: 50  	}, 	stopLoss: { 		percent: 0.9 } ",,,,,,,,,,,
BTC,ADA,binance,bestone_updated_hardcoded,15%,7.50%,90%,11%,4,1,0.5,NA,NA,10,73,2018-02-27 00:54:38,2017-12-20 00:00:00,2018-02-19 23:58:00," 	myStoch: { 		highThreshold: 80, 		lowThreshold: 20, 		optInFastKPeriod: 14, 		optInSlowKPeriod: 5, 		optInSlowDPeriod: 5  	}, 	myLongEma: { 		optInTimePeriod: 100  	}, 	myShortEma: { 		optInTimePeriod: 50  	}, 	stopLoss: { 		percent: 0.9 } ",,,,,,,,,,,
USDT,NEO,binance,bestone_updated_hardcoded,16%,8.00%,99%,96%,-80,35,17.5,NA,NA,10,73,2018-02-27 00:14:23,2017-12-20 00:00:00,2018-02-19 23:58:00," 	myStoch: { 		highThreshold: 80, 		lowThreshold: 20, 		optInFastKPeriod: 14, 		optInSlowKPeriod: 5, 		optInSlowDPeriod: 5  	}, 	myLongEma: { 		optInTimePeriod: 100  	}, 	myShortEma: { 		optInTimePeriod: 50  	}, 	stopLoss: { 		percent: 0.9 } ",,,,,,,,,,,
BTC,BNB,binance,bestone_updated_hardcoded,184%,92.00%,1087%,200%,-16,33,16.5,NA,NA,5,144,2018-03- 1 01:51:28,2017-12-20 00:00:00,2018-02-19 23:59:00," 	myStoch: { 		highThreshold: 80, 		lowThreshold: 20, 		optInFastKPeriod: 14, 		optInSlowKPeriod: 5, 		optInSlowDPeriod: 5  	}, 	myLongEma: { 		optInTimePeriod: 100  	}, 	myShortEma: { 		optInTimePeriod: 50  	}, 	stopLoss: { 		percent: 0.9 } ",,,,,,,,,,,
BTC,BNB,binance,bestone_updated_hardcoded,213%,106.50%,1259%,200%,13,15,7.5,NA,NA,10,73,2018-02-27 00:00:18,2017-12-20 00:00:00,2018-02-19 23:59:00," 	myStoch: { 		highThreshold: 80, 		lowThreshold: 20, 		optInFastKPeriod: 14, 		optInSlowKPeriod: 5, 		optInSlowDPeriod: 5  	}, 	myLongEma: { 		optInTimePeriod: 100  	}, 	myShortEma: { 		optInTimePeriod: 50  	}, 	stopLoss: { 		percent: 0.9 } ",,,,,,,,,,,
BTC,ICX,binance,bestone_updated_hardcoded,239%,119.50%,1413%,243%,-4,17,8.5,NA,NA,10,73,2018-02-27 00:40:49,2017-12-20 00:00:00,2018-02-19 23:58:00," 	myStoch: { 		highThreshold: 80, 		lowThreshold: 20, 		optInFastKPeriod: 14, 		optInSlowKPeriod: 5, 		optInSlowDPeriod: 5  	}, 	myLongEma: { 		optInTimePeriod: 100  	}, 	myShortEma: { 		optInTimePeriod: 50  	}, 	stopLoss: { 		percent: 0.9 } ",,,,,,,,,,,
BTC,ETC,binance,bestone_updated_hardcoded,36%,18.00%,214%,59%,-23,39,19.5,NA,NA,5,144,2018-03- 2 16:29:36,2017-12-20 00:00:00,2018-02-19 23:58:00," 	myStoch: { 		highThreshold: 80, 		lowThreshold: 20, 		optInFastKPeriod: 14, 		optInSlowKPeriod: 5, 		optInSlowDPeriod: 5  	}, 	myLongEma: { 		optInTimePeriod: 100  	}, 	myShortEma: { 		optInTimePeriod: 50  	}, 	stopLoss: { 		percent: 0.9 } ",,,,,,,,,,,
USDT,NEO,binance,bestone_updated_hardcoded,40%,20.00%,239%,96%,-56,49,24.5,NA,NA,5,144,2018-03- 2 17:03:40,2017-12-20 00:00:00,2018-02-19 23:58:00," 	myStoch: { 		highThreshold: 80, 		lowThreshold: 20, 		optInFastKPeriod: 14, 		optInSlowKPeriod: 5, 		optInSlowDPeriod: 5  	}, 	myLongEma: { 		optInTimePeriod: 100  	}, 	myShortEma: { 		optInTimePeriod: 50  	}, 	stopLoss: { 		percent: 0.9 } ",,,,,,,,,,,
